Name;Last_Name;First_Name;Team;Age;Position;GP_13;GP_14;GP_15;GP_16;GP_17;GP_18;GP_var;GP_mean;G_13;G_14;G_15;G_16;G_17;G_18;A_13;A_14;A_15;A_16;A_17;A_18;PTS_13;PTS_14;PTS_15;PTS_16;PTS_17;PTS_18;PTS_var;PTS_mean;PAX_18;PTS/G_13;PTS/G_14;PTS/G_15;PTS/G_16;PTS/G_17;PTS/G_18;PTS/G_var;PTS/G_mean;$/PTS_13;$/PTS_14;$/PTS_15;$/PTS_16;$/PTS_17;$/PTS_18;Sh%_13;Sh%_14;Sh%_15;Sh%_16;Sh%_17;iSF_13;iSF_14;iSF_15;iSF_16;iSF_17;iSF_18;TOI/G_13;TOI/G_14;TOI/G_15;TOI/G_16;TOI/G_17;TOI/G_18;PPTOI/GP_17;PPTOI/GP_18;Sh%_18;ZS%_18;GC_18;SCF_18;GS/G_18;OWAR_18;OPS_18;PDO_17;PDO_18;iCF_17;iCF_18;iFF_17;iFF_18;Cap Cost_13;Cap Cost_14;Cap Cost_15;Cap Hit_16;Cap Hit_17;Cap Hit_18;Cap_Hit;END;Star;Score;POS;PTS
KRONWALLNIKLAS;Kronwall;Niklas;DET;38.0;D;48.0;79.0;80.0;64.0;57.0;79.0;90.16;71.8;5.0;8.0;9.0;3.0;2.0;4.0;24.0;41.0;35.0;23.0;11.0;23.0;29.0;49.0;44.0;26.0;13.0;27.0;170.95999999999998;31.8;-10.6;0.6041666666666666;0.620253164556962;0.55;0.40625;0.22807017543859648;0.34177215189873417;0.02086807190447375;0.4584186930934932;95878.88982338099;93392.23494275758;105321.50776053216;142589.1181988743;253986.86679174483;169489.6115627823;0.075;0.073;0.08900000000000001;0.049;0.08;67.0;110.0;101.0;61.0;67.0;76.0;24.4;24.3;23.8;22.0;19.45;18.52;2.43;2.32;0.078;0.696;8.7;678.0;0.27;-0.61;1.4;994;0.014000000000000012;137.0;150.0;90.0;97.0;4750000.0;4750000.0;4750000.0;4750000.0;4750000.0;4750000.0;4750000.0;19.0;0.5842;4.871539534194333;;
KRUGTOREY;Krug;Torey;BOS;27.0;D;1.0;79.0;78.0;81.0;81.0;76.0;3.6;79.0;0.0;14.0;12.0;4.0;8.0;14.0;1.0;26.0;27.0;40.0;43.0;45.0;1.0;40.0;39.0;44.0;51.0;59.0;56.239999999999995;46.6;17.5;1.0;0.5063291139240507;0.5;0.5432098765432098;0.6296296296296297;0.7763157894736842;0.0321504996692642;0.6592474015950957;210.4390243902439;41045.48567073171;34146.34146341463;76330.37694013304;101685.79626972739;82472.09590739977;0.0;0.077;0.059000000000000004;0.016;0.083;0.0;183.0;205.0;244.0;;197.0;15.8;17.5;19.6;21.6;21.47;20.4;3.17;3.43;0.109;0.7070000000000001;20.2;976.0;0.85;0.72;5.6;984;-0.016000000000000014;;416.0;;274.0;17256.0;1704167.0;1400000.0;3400000.0;5250000.0;5250000.0;5250000.0;20.0;7.1237;7.5515514821758165;D;53.0
KUKANDEAN;Kukan;Dean;CBJ;25.0;D;;;;8.0;;11.0;2.25;9.5;;;;0.0;;0.0;;;;0.0;;4.0;;;;0.0;;4.0;4.0;2.0;4.0;;;;0.0;;0.36363636363636365;0.03305785123966942;0.18181818181818182;;;;74829.26829268293;;23475.60975609756;;;;0.0;;;;;3.0;;12.0;;;;17.4;;12.36;;0.09;0.091;0.604;1.2;80.0;0.56;0.23;0.2;;0.030000000000000027;;18.0;;14.0;;;;767000.0;;700000.0;725000.0;;0.0094;2.3954567161684235;;
KULAKBRETT;Kulak;Brett;CGY;25.0;D;;;1.0;8.0;21.0;71.0;749.1875;25.25;;;0.0;0.0;0.0;2.0;;;0.0;0.0;3.0;6.0;;;0.0;0.0;3.0;8.0;10.6875;2.75;0.9;;;0.0;0.0;0.14285714285714285;0.11267605633802817;0.004194938241116721;0.06388329979879276;;;109.75609756097563;64097.56097560976;56056.939024390245;70350.60975609756;;;0.0;0.0;0.052000000000000005;;;0.0;9.0;19.0;73.0;;;19.5;12.3;14.25;12.99;0.34;0.04;0.07200000000000001;0.515;2.7;433.0;0.23;0.32;-0.1;973;0.014000000000000012;53.0;169.0;30.0;113.0;;;9000.000000000002;657000.0;656667.0;650000.0;;;0.1975;2.5258995542532796;;
KULIKOVDMITRY;Kulikov;Dmitry;WPG;28.0;D;34.0;81.0;73.0;74.0;47.0;62.0;141.04000000000002;67.4;3.0;8.0;3.0;1.0;2.0;3.0;7.0;11.0;19.0;16.0;3.0;8.0;10.0;19.0;22.0;17.0;5.0;11.0;36.96;14.8;-6.5;0.29411764705882354;0.2345679012345679;0.3013698630136986;0.22972972972972974;0.10638297872340426;0.1774193548387097;0.004508430384309504;0.22393124576648896;103658.53658536586;129974.32605905007;175337.58314855874;230015.78192252512;496747.9292682926;297856.5920177384;0.057999999999999996;0.063;0.036000000000000004;0.01;0.042;52.0;127.0;83.0;99.0;42.0;48.0;21.0;21.7;21.3;21.0;21.9;17.07;0.95;0.06;0.091;0.37799999999999995;3.9;403.0;0.24;0.05;0.1;959;-0.006999999999999895;114.0;117.0;69.0;76.0;2500000.0;2500000.0;4333000.0;4333000.0;4333333.0;4333333.0;4333333.0;20.0;1.0105;3.110764765987787;;
LADUEPAUL;LaDue;Paul;LAK;26.0;D;;;;;22.0;12.0;25.0;17.0;;;;;0.0;3.0;;;;;8.0;1.0;;;;;8.0;4.0;4.0;6.0;-0.4;;;;;0.36363636363636365;0.3333333333333333;0.00022956841138659364;0.3484848484848485;;;;;31021.341463414636;31980.182926829268;;;;;0.08800000000000001;;;;;27.0;13.0;;;;;15.4;13.97;1.53;0.82;0.10800000000000001;0.629;1.8;85.0;0.59;0.48;0.5;962;-0.062000000000000055;55.0;33.0;34.0;18.0;;;;;925000.0;874125.0;;;0.7791;2.8326809182446064;;
LARSSONADAM;Larsson;Adam;EDM;26.0;D;37.0;26.0;64.0;82.0;79.0;63.0;397.36;62.8;0.0;1.0;3.0;3.0;4.0;4.0;6.0;2.0;21.0;15.0;15.0;9.0;6.0;3.0;24.0;18.0;19.0;13.0;50.64;15.4;-2.7;0.16216216216216217;0.11538461538461539;0.375;0.21951219512195122;0.24050632911392406;0.20634920634920634;0.006486914909417624;0.2198190846886432;69563.0081300813;97764.22764227643;29268.29268292683;231500.0;211275.15596919126;246247.67448405255;0.0;0.05;0.033;0.046;0.098;30.0;20.0;91.0;65.0;84.0;92.0;18.1;17.8;21.0;22.5;20.12;21.93;0.24;0.08;0.086;0.402;4.7;644.0;0.33;-0.09;0.0;1008;0.0010000000000000009;202.0;194.0;124.0;130.0;925000.0;925000.0;900000.0;4167000.0;4166667.0;4166667.0;4166666.0;21.0;1.2003;3.403485174829034;D;16.0
LASHOFFBRIAN;Lashoff;Brian;DET;28.0;D;31.0;75.0;11.0;;5.0;1.0;914.0;23.0;1.0;1.0;0.0;;0.0;0.0;4.0;5.0;2.0;;0.0;0.0;5.0;6.0;2.0;;0.0;0.0;6.0;2.0;-0.1;0.16129032258064516;0.08;0.18181818181818182;;0.0;0.0;0.005933651619783112;0.0846217008797654;38010.612195121954;110518.29268292683;30048.780487804877;;39634.14634146341;7926.829268292683;0.038;0.026000000000000002;0.0;;0.037000000000000005;26.0;38.0;7.0;;1.0;0.0;17.8;14.4;13.3;;12.52;4.03;0.06;0.0;0.0;1.0;0.0;1.0;-0.05;0.0;0.0;855;0.0;5.0;0.0;2.0;0.0;502721.0;725000.0;447999.99999999994;;650000.0;650000.0;;19.0;0.0;1.934242948101292;;
LEDDYNICK;Leddy;Nick;NYI;27.0;D;48.0;82.0;78.0;81.0;81.0;80.0;1.8399999999999994;80.4;6.0;7.0;10.0;5.0;11.0;10.0;12.0;24.0;27.0;35.0;35.0;32.0;18.0;31.0;37.0;40.0;46.0;42.0;25.360000000000007;39.2;7.3;0.375;0.3780487804878049;0.47435897435897434;0.49382716049382713;0.5679012345679012;0.525;0.005111780324118443;0.4690226916514179;25745.235772357722;87096.7741935484;69413.31575477916;135823.1707317073;118107.10498409331;127758.42044134726;0.092;0.057;0.083;0.040999999999999995;0.09300000000000001;65.0;123.0;120.0;121.0;137.0;153.0;17.4;16.4;20.4;22.6;22.72;22.42;2.95;3.27;0.10099999999999999;0.585;14.3;1012.0;0.37;0.04;3.1;1013;0.02100000000000002;288.0;311.0;207.0;210.0;791666.0;2700000.0;2700000.0;5500000.0;5500000.0;5500000.0;5500000.0;22.0;3.1732;6.465146125430506;D;43.0
LERNOUTBRETT;Lernout;Brett;MTL;23.0;D;;;;1.0;2.0;18.0;60.666666666666664;7.0;;;;0.0;0.0;0.0;;;;0.0;0.0;1.0;;;;0.0;0.0;1.0;0.22222222222222224;0.3333333333333333;1.0;;;;0.0;0.0;0.05555555555555555;0.0006858710562414266;0.018518518518518517;;;;8109.756097560976;15934.951219512195;143414.56097560975;;;;0.0;0.055999999999999994;;;;0.0;3.0;14.0;;;;6.5;19.0;16.73;0.0;0.01;0.049;0.49200000000000005;0.3;110.0;-0.05;-0.48;-0.3;913;0.03700000000000003;4.0;38.0;4.0;24.0;;;;665000.0;653333.0;653333.0;;19.0;0.0091;1.7555094465032863;;
LETANGKRIS;Letang;Kris;PIT;31.0;D;35.0;37.0;69.0;71.0;41.0;79.0;290.24;59.4;5.0;11.0;11.0;16.0;5.0;9.0;33.0;11.0;43.0;51.0;29.0;42.0;38.0;22.0;54.0;67.0;34.0;51.0;249.84;45.6;0.4;1.0857142857142856;0.5945945945945946;0.782608695652174;0.9436619718309859;0.8292682926829268;0.6455696202531646;0.028060971318059694;0.8135695767880219;39313.22207958921;71784.92239467849;112974.25474254742;93693.11976701856;106617.64705882352;136956.00191296032;0.053;0.102;0.055999999999999994;0.073;0.096;95.0;108.0;197.0;218.0;122.0;222.0;25.6;24.2;25.5;26.9;25.52;25.33;3.6;3.1;0.105;0.529;16.9;1202.0;0.78;0.2;3.7;999;0.008000000000000007;227.0;441.0;163.0;295.0;3500000.0;3500000.0;7250000.0;7250000.0;7250000.0;7250000.0;7250000.0;22.0;3.3977;6.759409396030835;D;53.0
LINDELLESA;Lindell;Esa;DAL;24.0;D;;;;4.0;73.0;80.0;1176.2222222222222;52.333333333333336;;;;0.0;6.0;7.0;;;;0.0;12.0;20.0;;;;0.0;18.0;27.0;126.0;15.0;8.3;;;;0.0;0.2465753424657534;0.3375;0.020330326984424846;0.19469178082191782;;;;36390.243902439026;36887.404471544716;79494.12827461607;;;;0.0;0.08900000000000001;;;;2.0;99.0;137.0;;;;14.0;21.87;22.08;1.06;1.58;0.08800000000000001;0.493;9.6;909.0;0.51;-0.3;1.4;996;-0.008000000000000007;223.0;265.0;151.0;181.0;;;;746000.0;745833.0;2200000.0;2200000.0;19.0;2.1951;3.9891999362006505;D;23.0
LINDHOLMANTON;Lindholm;Anton;COL;24.0;D;;;;;12.0;48.0;324.0;30.0;;;;;0.0;0.0;;;;;0.0;4.0;;;;;0.0;4.0;4.0;2.0;4.0;;;;;0.0;0.08333333333333333;0.001736111111111111;0.041666666666666664;;;;;105000.0;105000.0;;;;;0.055999999999999994;;;;;7.0;22.0;;;;;14.77;13.17;0.02;0.02;0.096;0.324;1.2;213.0;0.03;0.09;-0.4;881;-0.028999999999999915;22.0;65.0;14.0;32.0;;;;;717500.0;717500.0;717500.0;19.0;0.0396;1.9206828012386408;;
LINDHOLMHAMPUS;Lindholm;Hampus;ANA;25.0;D;;78.0;78.0;80.0;66.0;69.0;31.360000000000003;74.2;;6.0;7.0;10.0;6.0;13.0;;24.0;27.0;18.0;14.0;18.0;;30.0;34.0;28.0;20.0;31.0;22.240000000000002;28.6;5.4;;0.38461538461538464;0.4358974358974359;0.35;0.30303030303030304;0.4492753623188406;0.002933019706332594;0.3845636971723928;;55302.85609756097;48791.96556671448;31149.825783972126;229930.11585365856;141299.51376868607;;0.052000000000000005;0.065;0.067;0.083;;116.0;107.0;149.0;94.0;131.0;;19.4;21.8;22.0;22.45;22.74;1.9;1.77;0.10400000000000001;0.436;11.8;767.0;0.59;-0.08;2.6;1009;-0.018999999999999906;203.0;278.0;132.0;179.0;;1744167.0;1744000.0;894000.0;5713415.0;5205556.0;5205556.0;22.0;3.6981;5.31438293117278;D;29.0
LOVEJOYBEN;Lovejoy;Ben;NJD;34.0;D;35.0;78.0;60.0;66.0;82.0;57.0;96.63999999999999;68.6;0.0;5.0;2.0;4.0;1.0;2.0;10.0;13.0;12.0;6.0;6.0;6.0;10.0;18.0;14.0;10.0;7.0;8.0;16.64;11.4;-3.5;0.2857142857142857;0.23076923076923078;0.23333333333333334;0.15151515151515152;0.08536585365853659;0.14035087719298245;0.004594600015737938;0.18784145536392005;22408.53658536585;58130.081300813006;57491.28919860627;88536.58536585367;380952.4285714286;231707.34603658534;0.0;0.047;0.023;0.044000000000000004;0.057999999999999996;58.0;107.0;86.0;90.0;84.0;74.0;17.8;19.4;19.4;18.9;20.8;16.59;0.22;0.05;0.07400000000000001;0.295;2.9;370.0;0.32;0.0;-0.1;984;0.013000000000000012;148.0;140.0;112.0;102.0;525000.0;1100000.0;1100000.0;1100000.0;2666667.0;2666667.0;2666667.0;19.0;0.479;3.14424406788166;;
LOWEKEEGAN;Lowe;Keegan;EDM;25.0;D;;;2.0;;;2.0;0.0;2.0;;;0.0;;;0.0;;;0.0;;;0.0;;;0.0;;;0.0;0.0;0.0;0.0;;;0.0;;;0.0;0.0;0.0;;;414.6341463414634;;;15853.658536585366;;;0.0;;;;;0.0;;;4.0;;;13.8;;;13.9;;0.0;0.091;0.611;0.0;14.0;0.03;0.0;0.0;;-0.0040000000000000036;;10.0;;5.0;;;17000.0;;;650000.0;;;0.0015;1.843947752794332;;
MAATTAOLLI;Maatta;Olli;PIT;24.0;D;;78.0;20.0;67.0;55.0;82.0;496.23999999999995;60.4;;9.0;1.0;6.0;1.0;7.0;;20.0;8.0;13.0;6.0;22.0;;29.0;9.0;19.0;7.0;29.0;88.64;18.6;5.1;;0.3717948717948718;0.45;0.2835820895522388;0.12727272727272726;0.35365853658536583;0.011829635748836612;0.3172616450410407;;29329.27922624054;24227.642276422765;38445.442875481385;391260.13066202094;140804.58620689655;;0.076;0.037000000000000005;0.063;0.09;;119.0;27.0;95.0;66.0;164.0;;18.5;20.7;20.0;18.07;18.76;0.16;1.32;0.079;0.531;10.0;724.0;0.48;0.07;1.8;1026;0.010000000000000009;129.0;318.0;88.0;215.0;;894167.0;894000.0;894000.0;4083333.0;4083333.0;4083333.0;22.0;1.6676;4.640079692839934;D;21.0
MACDERMIDKURTIS;MacDermid;Kurtis;LAK;24.0;D;;;;;;34.0;0.0;34.0;;;;;;1.0;;;;;;3.0;;;;;;4.0;0.0;4.0;0.0;;;;;;0.11764705882352941;0.0;0.11764705882352941;;;;;;67378.0487804878;;;;;;;;;;;19.0;;;;;;11.6;;0.37;0.07;0.528;1.4;147.0;-0.02;-0.49;0.0;;-0.006000000000000005;;43.0;;27.0;;;;;;650000.0;;;0.1713;2.4522315641813894;;
MACDONALDANDREW;MacDonald;Andrew;PHI;32.0;D;48.0;82.0;58.0;28.0;73.0;66.0;341.44;61.4;3.0;4.0;2.0;1.0;2.0;6.0;9.0;24.0;10.0;7.0;16.0;15.0;12.0;28.0;12.0;8.0;18.0;21.0;48.64;17.4;2.7;0.25;0.34146341463414637;0.20689655172413793;0.2857142857142857;0.2465753424657534;0.3181818181818182;0.002077944008052643;0.27480523545335694;26829.268292682926;19642.85714285714;294715.44715447153;213414.63414634147;247289.97289972904;191637.6306620209;0.067;0.043;0.032;0.05;0.065;45.0;92.0;62.0;20.0;65.0;82.0;23.5;24.6;20.0;20.1;20.1;19.85;0.14;0.15;0.095;0.369;7.2;521.0;0.26;0.17;1.1;973;-0.008999999999999897;159.0;194.0;95.0;121.0;550000.0;550000.0;5000000.0;5000000.0;5000000.0;5000000.0;5000000.0;20.0;1.5526;3.536900810286372;;
MANNINGBRANDON;Manning;Brandon;PHI;28.0;D;6.0;;11.0;56.0;65.0;65.0;501.1875;49.25;0.0;;0.0;1.0;3.0;7.0;2.0;;3.0;6.0;9.0;12.0;2.0;;3.0;7.0;12.0;19.0;35.6875;10.25;8.0;0.3333333333333333;;0.2727272727272727;0.125;0.18461538461538463;0.2923076923076923;0.005759597589667519;0.24159673659673658;3281.5975609756097;;6215.447154471545;60975.60975609756;64405.487804878045;40677.15019255455;0.0;;0.0;0.015;0.067;5.0;;10.0;67.0;85.0;111.0;14.8;;17.2;16.5;18.05;17.95;0.21;0.28;0.073;0.44;6.9;482.0;0.37;0.06;1.2;972;0.02200000000000002;193.0;232.0;117.0;160.0;89697.0;;139000.0;625000.0;975000.0;975000.0;2250000.0;;1.9645;3.5961751493907306;;
MANSONJOSH;Manson;Josh;ANA;27.0;D;;;28.0;71.0;82.0;80.0;479.6875;65.25;;;0.0;5.0;5.0;7.0;;;3.0;10.0;12.0;30.0;;;3.0;15.0;17.0;37.0;149.0;18.0;21.5;;;0.10714285714285714;0.2112676056338028;0.2073170731707317;0.4625;0.017212949038472487;0.2470568839868479;;;39040.65040650407;53394.30894308943;48529.41176470588;21753.460777851018;;;0.0;0.057;0.085;;;26.0;88.0;88.0;117.0;;;18.4;18.8;18.63;20.35;0.11;0.09;0.1;0.353;12.3;717.0;0.5;0.13;2.5;1005;-0.030000000000000027;181.0;223.0;129.0;170.0;;;343000.0;925000.0;825000.0;825000.0;4100000.0;;2.5429;4.124018491967209;D;28.0
MARINCINMARTIN;Marincin;Martin;TOR;26.0;D;;44.0;41.0;65.0;25.0;2.0;441.03999999999996;35.4;;0.0;1.0;1.0;1.0;0.0;;6.0;4.0;6.0;6.0;0.0;;6.0;5.0;7.0;7.0;0.0;6.8;5.0;-0.3;;0.13636363636363635;0.12195121951219512;0.1076923076923077;0.28;0.0;0.007999944664529964;0.12920143271362786;;77804.87804878049;51900.0;79268.29268292684;54442.50871080139;30487.80487804878;;0.0;0.026000000000000002;0.018000000000000002;0.1;;28.0;38.0;55.0;22.0;0.0;;19.2;18.6;16.8;18.05;16.68;0.07;0.05;0.0;0.36;0.0;7.0;-0.25;0.0;0.0;1020;0.15400000000000003;67.0;3.0;39.0;2.0;;870000.0;519000.0;700000.0;1250000.0;1250000.0;;;0.0001;1.9204752430280905;;
MARTINEZALEC;Martinez;Alec;LAK;31.0;D;27.0;61.0;56.0;78.0;82.0;77.0;106.16;70.8;1.0;11.0;6.0;10.0;9.0;9.0;4.0;11.0;16.0;21.0;30.0;16.0;5.0;22.0;22.0;31.0;39.0;25.0;42.16;27.8;-2.0;0.18518518518518517;0.36065573770491804;0.39285714285714285;0.3974358974358974;0.47560975609756095;0.3246753246753247;0.007927076533552449;0.35606984065933817;48567.07317073171;37195.12195121951;34146.34146341463;122738.00157356412;102564.10256410256;150243.9024390244;0.033;0.139;0.057999999999999996;0.081;0.083;30.0;79.0;103.0;124.0;144.0;111.0;16.0;15.7;19.9;21.2;21.63;22.86;2.19;1.95;0.094;0.504;9.2;756.0;0.31;-0.66;1.3;974;-0.0129999999999999;333.0;229.0;224.0;153.0;737500.0;1100000.0;1100000.0;4000000.0;4000000.0;4000000.0;4000000.0;21.0;2.9407;4.832933935622327;D;30.0
MARTINPAUL;Martin;Paul;SJS;37.0;D;34.0;39.0;74.0;78.0;81.0;14.0;695.76;57.2;6.0;3.0;3.0;3.0;4.0;0.0;17.0;12.0;17.0;17.0;22.0;2.0;23.0;15.0;20.0;20.0;26.0;2.0;65.44000000000001;16.6;-3.2;0.6764705882352942;0.38461538461538464;0.2702702702702703;0.2564102564102564;0.32098765432098764;0.14285714285714285;0.027709462462580946;0.3419352161182227;90137.85790031814;158536.58536585365;225609.75609756098;230670.73170731706;184263.6022514071;414024.39024390245;0.158;0.055999999999999994;0.049;0.061;0.081;38.0;54.0;61.0;49.0;57.0;6.0;25.3;24.6;22.8;20.7;19.23;14.76;0.2;0.02;0.07200000000000001;0.584;0.6;110.0;0.39;0.02;-0.1;999;-0.02299999999999991;127.0;16.0;76.0;11.0;5000000.0;5000000.0;5000000.0;4850000.0;4850000.0;4850000.0;;19.0;0.0229;2.2098168645385785;;
MATHESONMIKE;Matheson;Mike;FLA;24.0;D;;;;3.0;81.0;81.0;1352.0;55.0;;;;0.0;7.0;10.0;;;;0.0;10.0;17.0;;;;0.0;17.0;27.0;124.22222222222221;14.666666666666666;10.6;;;;0.0;0.20987654320987653;0.3333333333333333;0.01893342816982506;0.1810699588477366;;;;33841.46341463414;53748.206599713056;33841.46341463415;;;;0.0;0.073;;;;4.0;179.0;167.0;;;;17.5;21.05;21.34;0.6;1.11;0.083;0.402;9.9;799.0;0.42;-0.21;1.6;992;0.0050000000000000044;314.0;320.0;246.0;237.0;;;;925000.0;925000.0;925000.0;;;3.2152;3.8517340119773973;;
MAYFIELDSCOTT;Mayfield;Scott;NYI;26.0;D;;5.0;;6.0;25.0;47.0;293.1875;20.75;;0.0;;1.0;2.0;2.0;;0.0;;0.0;7.0;10.0;;0.0;;1.0;9.0;12.0;26.25;5.5;-1.1;;0.0;;0.16666666666666666;0.36;0.2553191489361702;0.017422547910064885;0.1954964539007092;;108231.70731707317;;67682.92682926828;21172.08672086721;29852.64227642276;;0.0;;0.25;0.11;;7.0;;4.0;39.0;58.0;;17.4;;17.1;14.13;17.84;0.04;0.05;0.086;0.39;3.9;375.0;0.21;0.06;0.4;997;0.009000000000000008;80.0;141.0;55.0;84.0;;1775000.0;;925000.0;625000.0;625000.0;1450000.0;;0.3368;2.620412545278261;;
MCAVOYCHARLIE;McAvoy;Charlie;BOS;21.0;D;;;;;;63.0;0.0;63.0;;;;;;7.0;;;;;;25.0;;;;;;32.0;0.0;32.0;0.0;;;;;;0.5079365079365079;0.0;0.5079365079365079;;;;;;22008.392149390245;;;;;;;;;;;77.0;;;;;;22.15;;1.99;0.106;0.57;10.9;734.0;0.68;0.19;2.3;;-0.02200000000000002;;187.0;;122.0;;;;;;916667.0;916667.0;19.0;3.4004;5.363158381654419;D;37.0
MCCABEJAKE;McCabe;Jake;BUF;25.0;D;;7.0;2.0;77.0;76.0;53.0;1064.4;43.0;;0.0;0.0;4.0;3.0;3.0;;1.0;0.0;10.0;17.0;9.0;;1.0;0.0;14.0;20.0;12.0;59.839999999999996;9.4;0.5;;0.14285714285714285;0.0;0.18181818181818182;0.2631578947368421;0.22641509433962265;0.008276364744519227;0.16284966275035787;;78963.41463414635;1341.4634146341464;62042.682926829264;74146.34146341463;86178.8617886179;;0.0;0.0;0.065;0.09;;1.0;2.0;62.0;79.0;53.0;;15.2;11.1;19.1;20.7;19.5;1.08;0.59;0.07;0.49700000000000005;4.2;365.0;0.21;-0.01;0.3;1002;0.026000000000000023;176.0;106.0;119.0;69.0;;925000.0;55000.0;925000.0;1600000.0;1600000.0;1600000.0;19.0;0.8308;2.564690463048068;;
MCCOSHENIAN;McCoshen;Ian;FLA;23.0;D;;;;;3.0;38.0;306.25;20.5;;;;;0.0;3.0;;;;;1.0;1.0;;;;;1.0;4.0;2.25;2.5;-8.7;;;;;0.3333333333333333;0.10526315789473684;0.013004001231148045;0.21929824561403508;;;;;33841.46341463414;107164.63414634147;;;;;0.067;;;;;0.0;26.0;;;;;13.25;15.08;0.06;0.02;0.057999999999999996;0.52;1.8;199.0;0.04;-0.21;0.0;1011;0.029000000000000026;1.0;65.0;0.0;46.0;;;;;925000.0;925000.0;925000.0;19.0;0.169;2.199337785079702;;
MCDONAGHRYAN;McDonagh;Ryan; TBL;29.0;D;47.0;77.0;71.0;73.0;77.0;63.0;26.560000000000002;72.2;4.0;14.0;8.0;9.0;6.0;4.0;15.0;29.0;25.0;25.0;36.0;25.0;19.0;43.0;33.0;34.0;42.0;29.0;29.359999999999996;36.2;0.4;0.40425531914893614;0.5584415584415584;0.4647887323943662;0.4657534246575342;0.5454545454545454;0.4603174603174603;0.0028226909364230455;0.48316850673573347;26396.020539152756;102637.54963131026;123318.55136733186;123063.12769010043;105081.30081300813;124516.40033641717;0.048;0.079;0.054000000000000006;0.08;0.096;83.0;177.0;148.0;113.0;154.0;99.0;24.4;24.8;23.1;22.4;24.35;23.33;3.0;1.72;0.106;0.389;9.5;685.0;0.45;0.23;1.5;1014;-0.01200000000000001;321.0;201.0;221.0;132.0;875000.0;4700000.0;4700000.0;4700000.0;4700000.0;4700000.0;4700000.0;19.0;1.7151;4.962724975184365;D;29.0
MCKEOWNROLAND;McKeown;Roland;CAR;23.0;D;;;;;;10.0;0.0;10.0;;;;;;0.0;;;;;;3.0;;;;;;3.0;0.0;3.0;0.0;;;;;;0.3;0.0;0.3;;;;;;30284.552845528455;;;;;;;;;;;7.0;;;;;;13.41;;0.0;0.113;0.622;0.9;64.0;0.34;0.02;0.1;;-0.04800000000000004;;26.0;;12.0;;;;;;745000.0;;;0.0344;2.2892741990940966;;
MCNABBBRAYDEN;McNabb;Brayden;VGK;28.0;D;;12.0;71.0;81.0;49.0;76.0;643.7600000000001;57.8;;0.0;2.0;2.0;2.0;5.0;;0.0;22.0;12.0;2.0;10.0;;0.0;24.0;14.0;4.0;15.0;72.64;11.4;-1.0;;0.0;0.3380281690140845;0.1728395061728395;0.08163265306122448;0.19736842105263158;0.01299523867826258;0.15797374986015603;;131707.31707317074;23450.20325203252;45862.3693379791;253963.41463414632;105040.65040650406;;0.0;0.027000000000000003;0.022000000000000002;0.048;;10.0;74.0;91.0;47.0;88.0;;17.2;15.9;18.8;15.07;20.15;0.1;0.07;0.10400000000000001;0.406;5.5;662.0;0.39;-0.07;0.2;977;-0.010999999999999899;125.0;193.0;74.0;123.0;;900000.0;650000.0;650000.0;1700000.0;1700000.0;2500000.0;;1.1913;3.2662234442607865;;
MCQUAIDADAM;McQuaid;Adam;BOS;32.0;D;32.0;30.0;63.0;64.0;77.0;38.0;308.24;54.4;1.0;1.0;1.0;1.0;2.0;1.0;3.0;5.0;6.0;8.0;8.0;3.0;4.0;6.0;7.0;9.0;10.0;4.0;4.5600000000000005;7.2;-1.6;0.125;0.2;0.1111111111111111;0.140625;0.12987012987012986;0.10526315789473684;0.0009728887568770193;0.13531156647932965;152845.56097560975;95528.47560975609;171987.8048780488;238482.38482384823;258231.7073170732;318597.56097560975;0.038;0.04;0.017;0.024;0.07200000000000001;26.0;25.0;60.0;42.0;64.0;39.0;14.3;16.0;18.4;18.0;18.12;15.7;0.06;0.02;0.065;0.515;1.4;247.0;0.18;-0.13;-0.2;978;0.01200000000000001;136.0;75.0;94.0;53.0;1566667.0;1566667.0;1567000.0;2750000.0;2750000.0;2750000.0;2750000.0;19.0;0.313;2.5269024248688914;;
MEGNAJAYCOB;Megna;Jaycob;ANA;26.0;D;;;;;1.0;14.0;42.25;7.5;;;;;0.0;0.0;;;;;0.0;1.0;;;;;0.0;1.0;0.25;0.5;1.0;;;;;0.0;0.07142857142857142;0.0012755102040816326;0.03571428571428571;;;;;9593.5;110975.60975609758;;;;;0.16699999999999998;;;;;0.0;7.0;;;;;15.33;15.71;0.0;0.19;0.059000000000000004;0.389;0.3;81.0;0.01;0.08;-0.2;1167;0.025000000000000022;1.0;19.0;0.0;14.0;;;;;786667.0;650000.0;;19.0;0.0582;1.757823245575616;;
MERMISDAKOTA;Mermis;Dakota;ARI;25.0;D;;;;;;9.0;0.0;9.0;;;;;;0.0;;;;;;0.0;;;;;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;;;;;;68780.5243902439;;;;;;;;;;;7.0;;;;;;10.99;;0.1;0.042;0.564;0.0;40.0;0.01;0.0;-0.1;;0.040000000000000036;;11.0;;8.0;;;;;;626667.0;;;0.0019;1.930087843241553;;
